"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","LAO","Lao People's Democratic Republic","2017","2017",8.62697,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LSO","Lesotho","2012","2012",12.55224,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","LSO","Lesotho","2015","2015",11.6723,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","NLD","Netherlands","2013","2013",5.98617,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","NLD","Netherlands","2014","2014",6.32503,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","SWZ","Eswatini","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","VNM","Viet Nam","2012","2012",28.55056,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","VNM","Viet Nam","2015","2015",30.58976,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","VNM","Viet Nam","2016","2016",31.18832,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","KIR","Kiribati","2012","2012",,"a","Category not applicable"
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","BFA","Burkina Faso","2012","2012",12.47323,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","ESP","Spain","2012","2012",35.8893,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","ESP","Spain","2013","2013",41.10812,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","ESP","Spain","2014","2014",39.83766,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","ESP","Spain","2015","2015",40.23507,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","ESP","Spain","2016","2016",38.07749,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","MDG","Madagascar","2014","2014",15.5059,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","MDG","Madagascar","2015","2015",16.24743,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","MDG","Madagascar","2016","2016",13.5913,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SWE","Sweden","2012","2012",27.33253,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SWE","Sweden","2013","2013",25.90476,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SWE","Sweden","2015","2015",25.99305,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","SWE","Sweden","2016","2016",26.59002,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ROU","Romania","2013","2013",26.78383,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ROU","Romania","2014","2014",27.99336,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ROU","Romania","2015","2015",28.34849,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","ROU","Romania","2016","2016",28.77131,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","HRV","Croatia","2012","2012",24.20141,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","HRV","Croatia","2014","2014",23.70777,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","HRV","Croatia","2015","2015",23.86288,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","HRV","Croatia","2016","2016",25.29388,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","BIH","Bosnia and Herzegovina","2015","2015",12.12418,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","BIH","Bosnia and Herzegovina","2016","2016",14.73865,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","BIH","Bosnia and Herzegovina","2017","2017",14.7791,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","POL","Poland","2012","2012",31.51716,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","POL","Poland","2013","2013",32.43406,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","POL","Poland","2014","2014",34.46543,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","POL","Poland","2015","2015",36.6976,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","POL","Poland","2016","2016",37.23997,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","LIE","Liechtenstein","2012","2012",33.80282,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",21.93527,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",25.18131,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",25.59525,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",26.1469,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",26.31962,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","TUR","Turkey","2012","2012",26.26595,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","TUR","Turkey","2014","2014",26.00526,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","SWZ","Eswatini","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","CYP","Cyprus","2012","2012",28.02288,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","CYP","Cyprus","2013","2013",29.9515,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","CYP","Cyprus","2014","2014",28.36288,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","CYP","Cyprus","2015","2015",28.22469,,
"FOSGP_5T8_F500600700_M","Percentage of male graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)","CYP","Cyprus","2016","2016",25.86149,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","BMU","Bermuda","2012","2012",12.5,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","BMU","Bermuda","2015","2015",7.35294,,
"FOSGP_5T8_F500600700_F","Percentage of female graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)","BMU","Bermuda","2017","2017",7.69231,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BEL","Belgium","2012","2012",16.65112,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BEL","Belgium","2013","2013",17.29079,,
"FOSGP_5T8_F500600700","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","BEL","Belgium","2014","2014",17.97489,,
